text,is_rumor,user.handle,topic
@CTVNews Thank you Harper there is the first blood of our military on your hands. ARE YOU HAPPY?!,0,DaleJr288,ottawa shooting
@CTVNews @CTVCalgary let's be worried about all ppl on parliament hill right now. NOT just the PM!!,0,GraysonAmanda,ottawa shooting
RT @CTVNews: #BREAKING: PMO says PM Harper is safe and has left Parliament Hill,0,JoshCaseyNews,ottawa shooting
"@CTVNews heres an idea, stop leaving Parlement Hill open to just any Joe blow its called SECURITY people White house is garded why not here?",0,mercedes8118,ottawa shooting
"@CTVNews Safe, that's too bad lol",0,AshleyoNine,ottawa shooting
@daryldavis41 @CTVNews,0,Shellfire04,ottawa shooting
@CTVNews Put some SERiOUS show of force out at Parliament Hill and all CDN military installations.   Kick some ISIS and muslim ass!,0,Kent_Manning,ottawa shooting
"@CTVNews @ctvedmonton crazy just how many people
Accept the concept that islam is the evil enemy bad guys.",0,erstlecocq,ottawa shooting
@CTVNews @ctvedmonton like people are calling for the rounding up of a religious group and cutting off their thumbs....,0,erstlecocq,ottawa shooting
@daryldavis41 @CTVNews .... wait for it...,0,AdvanGuardProto,ottawa shooting
@CTVNews @ctvedmonton like I'm sure there where some asswhole jews that hitler used as an example of how terrible all jews are.,0,erstlecocq,ottawa shooting
@CTVNews @ctvedmonton all we are is a election of a radical islam hater in strong political position and we'll be pigeon walking,0,erstlecocq,ottawa shooting
“@CTVNews: #BREAKING: PMO says PM Harper is safe and has left Parliament Hill” well that's too bad.. lol,0,hlevi_,ottawa shooting
RCMP advises people to stay away from Parliament Hill due to ongoing police incident.,0,rcmpgrcpolice,ottawa shooting
@rcmpgrcpolice You mean like police pointing guns are entire groups of reporters? Doesn't sound safe at all.,0,StewieBusiness,ottawa shooting
"#AttackInOttawa
#Ottawa 
@rcmpgrcpolice: #RCMP advises people to stay away from #Parliament Hill due to ongoing police incident.",0,ottawafamtree,ottawa shooting
@rcmpgrcpolice @OttawaPolice #sad #scary #canpoli,0,magicbluefairy,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”,0,bjverzal,ottawa shooting
"@rcmpgrcpolice My Hubby Tom&amp;Myself Live close by Parliament Hill over here in Ottawa,Ontario-Canada Thank U #AttackInOttawa #ottnews",0,TOMCAT7374,ottawa shooting
@rcmpgrcpolice keep yourselves and the public safe!,0,xronin72x,ottawa shooting
Stay safe Ottawa. “@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”,0,jelyea,ottawa shooting
@rcmpgrcpolice and We have seen a Dozens of every Level of Police racing over to Parliament Hill/War Memorial #AttackInOttawa #ottnews,0,TOMCAT7374,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.” Stay safe Ottawa friends.,0,mdelbel16,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”,0,SimonOstler,ottawa shooting
"RT @rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.,",0,fusionrockradio,ottawa shooting
@rcmpgrcpolice,0,CPAWHD,ottawa shooting
@StewieBusiness @rcmpgrcpolice  because god forbid they do their job and protect those reporters from the active shooter on the loose...,0,BrynaertN,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”,0,Ieafsnation,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”@DeclanGordon8,0,JosephDestro_,ottawa shooting
@BrynaertN @rcmpgrcpolice Because god forbid they keep their heads during emergency situations and don't wave their guns around like maniacs,0,StewieBusiness,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”#PrayForOttawa,0,funwitha_k,ottawa shooting
“@rcmpgrcpolice: RCMP advises people to stay away from Parliament Hill due to ongoing police incident.”   Stay safe please,0,pinuppixiechick,ottawa shooting
@StewieBusiness @rcmpgrcpolice are you stupid? This is a combat situation! You're going to see guns... These people are protecting your ass!,0,BrynaertN,ottawa shooting
@StewieBusiness @rcmpgrcpolice guess you would prefer they show up with flowers and appeal to the kinder side of the maniac with the rifle,0,BrynaertN,ottawa shooting
@BrynaertN @rcmpgrcpolice Stupid is bad gun handling and blindly defending it. No reason to point armed machine guns at a group of media.,0,StewieBusiness,ottawa shooting
"@StewieBusiness @rcmpgrcpolice I'm nor blindly defending our speaking in ignorance. They know how to handle their weapons, it's their job",0,BrynaertN,ottawa shooting
@BrynaertN @rcmpgrcpolice And pointing armed automatic weapons at a group of non-suspect media is a perfect example of that? #Genius,0,StewieBusiness,ottawa shooting
@StewieBusiness @rcmpgrcpolice if they were pointing weapons at the media don't you think a reporter would say something? #commonsense,0,BrynaertN,ottawa shooting
@BrynaertN @rcmpgrcpolice HEY! There's a revelation! Where do you think I was told about this incident? A reporter saying something.,0,StewieBusiness,ottawa shooting
@StewieBusiness @rcmpgrcpolice so is 3rd hand information.. Which is know as hearsay... Yet no actual complaint made hmm... #loadyourbrain,0,BrynaertN,ottawa shooting
"@BrynaertN @rcmpgrcpolice Oh, now you're changing your criteria to suit your ego. NEAT! You should apply to be an RCMP.",0,StewieBusiness,ottawa shooting
Parliament Hill is never going to be the same.,0,JohnW_MP,ottawa shooting
@JohnW_MP Are we going to take terrorism more serious now or what?,0,I_Say_It00,ottawa shooting
"RT""@JohnW_MP: Parliament Hill is never going to be the same.”",0,AndyCampbellCTV,ottawa shooting
@JohnW_MP unfortunately,0,Tamarnouche,ottawa shooting
@JohnW_MP what happened?! Did a plane crash into it??,0,SyntaxRiddim,ottawa shooting
Ain't that the truth. “@JohnW_MP: Parliament Hill is never going to be the same.”,0,Dave_idP,ottawa shooting
@johnw_mp @josh_wingrove This is so unCanadian.,0,gulsonroad,ottawa shooting
@JohnW_MP a lot of things in Canada will be changing I think... :(,0,nishgirl23,ottawa shooting
@JohnW_MP @josh_wingrove Canada will never be the same,0,Danthrax6,ottawa shooting
@JohnW_MP @josh_wingrove  Nor can or should it be. CDN has to be TOUGH to survive in the face of such violence and hate.,0,jcsulzenko,ottawa shooting
@JohnW_MP hope everyone ok. In our thoughts from across the pond.,0,CllrJamesDawson,ottawa shooting
“@JohnW_MP: Parliament Hill is never going to be the same.” Same as what?!,0,olhamy,ottawa shooting
@JohnW_MP @josh_wingrove   https://t.co/xnpocveXqc #CanadaShooting,0,ptypk,ottawa shooting
"@jcsulzenko @JohnW_MP @josh_wingrove Ya, let's show those idiots how tough we are by giving them exactly what they want: a police state",0,nialheadley,ottawa shooting
"@JohnW_MP Your party caused this by getting us involved in the Middle East. Thanks a lot, you war mongering idiots.",0,AlanWharris,ottawa shooting
"@JohnW_MP Make sure we grow progressively, and not lose or harm the most precious parts the make us who we are. 
Be strong, and an example.",0,7BlakeS,ottawa shooting
@JohnW_MP @josh_wingrove It must stay the same. Our democracy will not be put into a bunker.,0,RichardLBennett,ottawa shooting
@JohnW_MP @josh_wingrove Why? It seems like parliamentary security worked excellently today. We can't securitize the world.,0,stacy_douglas,ottawa shooting
"Canada Prime Minister Stephen Harper safe, has left parliament Hill: TV quoting PM's office",0,Reuters,ottawa shooting
@Reuters en la mañana es mejor,0,jaimecuicas,ottawa shooting
@Reuters,0,SpellsWilliam,ottawa shooting
"“@Reuters: Canada Prime Minister Stephen Harper safe, has left parliament Hill: TV quoting PM's office”",0,CorbinCarson,ottawa shooting
@amandaponce @Reuters @AntGiuliano @RyClinton warms my heart that he's ok,0,NickyNagz,ottawa shooting
The RCMP intervention team members Parliament Hill http://t.co/aO700DweOW http://t.co/6JDil29s3B,0,nationalpost,ottawa shooting
@nationalpost I'm so proud of our intelligence. What a city #Ottawa is !!!,0,DovalAutomotive,ottawa shooting
"@nationalpost @HockeyFanDiva 
why are cops better-geared than our soldiers?
because candians are the real enemy of this government.",0,Russell_Barth,ottawa shooting
Has this become my Canada? “@nationalpost: The RCMP intervention team members Parliament Hill http://t.co/22poz0bvC9 http://t.co/N3FPc8Qf0v”,0,LesFaber,ottawa shooting
@nationalpost Those are cops? Since when do they need Kevlar helmets with NVG mounting points. That's all military gear.,0,tjs0004,ottawa shooting
@nationalpost Calming the intruder down lol RT #RCMP intervention team members Parliament Hill http://t.co/xP0lWGeLS1 http://t.co/vxswyK4R1t,0,RuralBC,ottawa shooting
@nationalpost @KarlWitATwitta isis lonewolf attacks in cannada bro,0,BNewF,ottawa shooting
@BNewF @nationalpost I thought it was lonewolf the injun from eski lmaoo,0,KarlWitATwitta,ottawa shooting
@KarlWitATwitta Lonewolf from esk? Ohhhhhh lmao that guy you ground and pounded near gale's.. Forgot all about him.,0,BNewF,ottawa shooting
@BNewF ohhh c'mon now Blair we all know that was you in one of your rages annnndd also poor Shane on the road that night lmaoo #poorfolks,0,KarlWitATwitta,ottawa shooting
@BNewF Lmaoo hahahha shiiit,0,KarlWitATwitta,ottawa shooting
Please stay inside and stay safe if you are in the downtown core right now #Ottawa We are here for anyone who needs to talk 613-238-3311,0,DistressCentreO,ottawa shooting
“@DistressCentreO: Please stay inside and stay safe if you are in the downtown core right now #Ottawa @Chloe_0608,0,JanaMighton,ottawa shooting
"Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning. Stay safe, Ottawa.",0,Senators,ottawa shooting
@Senators let's hope the game is safe,0,Matty_Matrix,ottawa shooting
@Senators i hope the game gets cancelled want a refund,0,SaadQERSHI,ottawa shooting
@SaadQERSHI @Senators Huh?  You hope it gets cancelled?  You want a refund?,0,The_JimmyIce,ottawa shooting
@Senators @Sportsnet will the game still be played tonight?,0,Thomaskeenan16,ottawa shooting
@Senators #weareottawa,0,voiceoftheleafs,ottawa shooting
@The_JimmyIce @Senators same thing with the boston incident,0,SaadQERSHI,ottawa shooting
@Senators What's happened?! I'm in the UK!,0,trentca,ottawa shooting
"@SaadQERSHI @Senators I don't think they're the same thing.  I'm fine with whatever, but I think the game is a long time from now.",0,The_JimmyIce,ottawa shooting
@Senators stay safe guys,0,welpjordan,ottawa shooting
@trentca @Senators soldier shot at the war memorial. Shooting inside parliment,0,ThisIsLaurelM,ottawa shooting
"@ThisIsLaurelM @Senators Shiiiiiit, thanks.",0,trentca,ottawa shooting
@Senators is game still on..,0,chanti11,ottawa shooting
@Senators any word on the game possible being postponed due to the situation happening downtown?,0,mikeemvee,ottawa shooting
@Senators Is the game still on?,0,AndrewABranch,ottawa shooting
@SaadQERSHI  @sentators why say something so senseless? You must be a Torontonian. we don't need trash at our games. stay safe #RCMP,0,cscrivens_AD,ottawa shooting
@Thomaskeenan16 @Senators @Sportsnet Stay classy Toronto while Ottawa protect you #RCMP,0,cscrivens_AD,ottawa shooting
@Senators #OttawaStrong,0,28siki,ottawa shooting
"Dear confused right-wing friends: my article was about Monday's car incident, not the Ottawa shooting this morning https://t.co/dPCtNJW3mv",0,ggreenwald,ottawa shooting
@ggreenwald Dear confused dumbass. They are the same...,0,Dante7237,ottawa shooting
@ggreenwald Why wouldn't the same logic apply?,0,UrbanAchievr,ottawa shooting
".@ggreenwald We know, and you're still fucking insane.",0,redsteeze,ottawa shooting
".@ggreenwald Yeah, not sure that's better.",0,instapundit,ottawa shooting
"@UrbanAchievr Because nobody has any idea who the shooter is, what the motives are, or anything else about what s/he did.",0,ggreenwald,ottawa shooting
@ggreenwald excellent piece on radicalism cause and effect. It reminded me of this: http://t.co/XkZhTLkcFP,0,AdnanSadiq68,ottawa shooting
"@instapundit Feel free to form all of your deeply important opinions on that question, but not to pretend I wrote something I didn't.",0,ggreenwald,ottawa shooting
@ggreenwald @instapundit Noted public shooting advocate Glenn Greenwald.,0,9voltmonster,ottawa shooting
"@ggreenwald Writers can be fast, but not that fast.",0,MacDonaldMaggie,ottawa shooting
"@redsteeze @ggreenwald yep. *drinks coffee*
https://t.co/H6H8OrQ3qw",0,GrantGambling,ottawa shooting
.@ggreenwald I don't believe I did.,0,instapundit,ottawa shooting
".@instapundit  Dear not-at-all-confused right-wingers, @ggreenwald openly defends a terror attack on Canadians in his article #traitor",0,LouiseMensch,ottawa shooting
@ggreenwald What's the difference?,0,sunlorrie,ottawa shooting
@ggreenwald @UrbanAchievr The situation is still unfolding. It started only a few minutes ago.,0,MacDonaldMaggie,ottawa shooting
"oh dear. MT @ggreenwald my article was about Mondays's car incident, not Ottawa shooting this morning http://t.co/Tu4vRlfvcz",0,Brige_Noel,ottawa shooting
@ggreenwald @instapundit Answer the question. What's the difference?,0,sunlorrie,ottawa shooting
"@sunlorrie Just little things, like: nobody knows who the shooter is, what their motives were, what they did, or anything else about them.",0,ggreenwald,ottawa shooting
@ggreenwald you are doing so much to discredit the great work done by you and Snowden...,0,JSiegs22,ottawa shooting
.@instapundit I took offense at 'friends.' Greenwald would happily put most of the people reading this in a work camp.,0,moelane,ottawa shooting
@LouiseMensch @instapundit @ggreenwald Scandalous We Let These Cripples Come Here,0,Budhistrider,ottawa shooting
@ggreenwald @sunlorrie We do know they were a terrorist though,0,JSiegs22,ottawa shooting
@ggreenwald Fair point. My apologies.,0,sunlorrie,ottawa shooting
@LouiseMensch @instapundit @ggreenwald ...you have to be a dyed in the wool right winger to think he is defending the killing of the soldier,0,joestein1960,ottawa shooting
".@MacDonaldMaggie @ggreenwald Yeah, it was probably those MacKenzie brothers, angry about a mouse in their beer.",0,UrbanAchievr,ottawa shooting
"@LouiseMensch Are you sure you are in a position to call people a #traitor having quit you're job &amp; country?
@instapundit @ggreenwald",0,Official_MRLP,ottawa shooting
@instapundit @ggreenwald &lt;== #DeeplyImportantOpinion arbiter.,0,ChampionCapua,ottawa shooting
"@JSiegs22 @ggreenwald Yes, but the context is relevant. What was the motive of the gunman/gunmen today as opposed to Monday?",0,sunlorrie,ottawa shooting
"@JSiegs22 @ggreenwald @sunlorrie By the definition of terrorism I read around, any premeditated assault anywhere could qualify as terrorism…",0,anarschtroumpf,ottawa shooting
@LouiseMensch @instapundit @ggreenwald ..analyzing the cause of violence is Not defending such violence..but war mongerers don't agree,0,joestein1960,ottawa shooting
@sunlorrie @ggreenwald we'll soon find out but we're all thinking the same thing...,0,JSiegs22,ottawa shooting
.@LouiseMensch .@instapundit .@ggreenwald He feels Canada was wearing a short skirt in a bad part of town.,0,Chris_Clukey,ottawa shooting
NOT COMPLICATED RT @joestein1960 @LouiseMensch @instapundit Analyzing the cause of violence is not defending such violence.,0,ggreenwald,ottawa shooting
@instapundit I love how @ggreenwald ignores jihadists have been at war with civilization for centuries. Typical Western Civ-hating 'journo',0,ArizonaLuke,ottawa shooting
"@LouiseMensch @instapundit @ggreenwald Yup, just like doctors are ""defending"" cancer when they say it's caused by smoking",0,guacamayan,ottawa shooting
"@JSiegs22 @ggreenwald Agreed, but it's important to know. That's our job.",0,sunlorrie,ottawa shooting
"@LouiseMensch @instapundit @ggreenwald creating an emotional cauldron of hate, demonising your faith &amp; bombing your people can affect you?!",0,AdnanSadiq68,ottawa shooting
"hey @joestein1960, @ggreenwald defends terrorism by insisting it's not terrorism, but attacking off-duty soldiers is definitely that",0,mountainofyah,ottawa shooting
".@instapundit @ggreenwald @willcollier Oh well in that case it makes it, well, no better, actually. Not any difference at all, obviously.",0,MZHemingway,ottawa shooting
"@LouiseMensch @ggreenwald If in NYC, say hello to @seanhannity for me; 'Max Keiser wants to ‘kill’ Sean Hannity' https://t.co/2YGf7azZnl",0,maxkeiser,ottawa shooting
@ggreenwald @joestein1960 @LouiseMensch @instapundit no place for causation in manicheism.,0,PirardGuillaume,ottawa shooting
"@ggreenwald @joestein1960 @LouiseMensch @instapundit That's not always true; in fact, most of the time it's not true",0,RobertWargas,ottawa shooting
@ggreenwald @joestein1960 @LouiseMensch @instapundit So defending is now know as analysis. Gotcha.,0,ctsotsoros,ottawa shooting
"@ggreenwald But that's just it. .@LouiseMensch's career depends on propagating a false, simplistic narrative. @instapundit @joestein1960",0,TedKottler,ottawa shooting
@UrbanAchievr @ggreenwald There's still a shooter on the loose according to reports. People here in Ottawa scared but we don't know much yet,0,MacDonaldMaggie,ottawa shooting
"So, the ""cause of violence"" is Canada defending the West from terror. Smart take, bro @ggreenwald @joestein1960 @LouiseMensch @instapundit",0,EF517_V2,ottawa shooting
@EF517_V2 @ggreenwald @LouiseMensch @instapundit ..if you stopped watching Fox for a few days u will know that West was never under attack,0,joestein1960,ottawa shooting
@LouiseMensch @instapundit @ggreenwald trolling and smearing,0,media_bite,ottawa shooting
@UrbanAchievr is that Jean LaRose?!?!! I've got his hockey card at home!!!!,0,J1_O_M,ottawa shooting
@ggreenwald @joestein1960 @LouiseMensch @instapundit The Beginning Of The End: Why The West Can Never Beat ISIS https://t.co/ZLU4PLxh4A,0,AsgharBukhari,ottawa shooting
@joestein1960 @LouiseMensch @instapundit @ggreenwald Of course he is.,0,CanYouFlyBobby,ottawa shooting
@joestein1960 @EF517_V2 @ggreenwald @LouiseMensch @instapundit 'Canada defending the West from Terror'. Yea  you really nailed it.,0,AdnanSadiq68,ottawa shooting
He thinks that's anything but a distinction w/o a difference? LOL. @redsteeze @ggreenwald,0,SeahawkBurrrton,ottawa shooting
"@ggreenwald @joestein1960 @LouiseMensch @instapundit yes. 
use BIG LETTERS 
and CRAYONS for little Weezy",0,highqoo,ottawa shooting
"@PirardGuillaume @ggreenwald @joestein1960 @LouiseMensch @instapundit 
or menschism",0,highqoo,ottawa shooting
@CanYouFlyBobby @LouiseMensch @instapundit @ggreenwald ..got it...you are a dyed in the wool right winger...move along now,0,joestein1960,ottawa shooting
"@joestein1960 If you're ever in need of a bridge, I can hook you up. Bye now.",0,CanYouFlyBobby,ottawa shooting
"""TEH WEST IS NOT UNDER ATTACK- DAVID COPPERFIELD IS JUST HIDING THE WTCs!"" @joestein1960 @EF517_V2 @ggreenwald @LouiseMensch @instapundit",0,SeahawkBurrrton,ottawa shooting
@CanYouFlyBobby ..please turn off Sun news or Fox...and watch proper news channels..you might be able to get your head out of your ass,0,joestein1960,ottawa shooting
"@SeahawkBurrrton @EF517_V2 @ggreenwald @LouiseMensch @instapundit ..i got it...9/11 was the cause of all this...not the wars in Iraq, etc.",0,joestein1960,ottawa shooting
"@joestein1960 I don't watch television, even 'proper channels'. But thanks for more stereotyping. Ironically it helps me generalise about u.",0,CanYouFlyBobby,ottawa shooting
@CanYouFlyBobby ..that explains your childish ignorance...we are done,0,joestein1960,ottawa shooting
@joestein1960 Hahahaha. Watches TV news for knowledge. You're brilliant. Thanks for this. I said bye 4 messages back by the way.,0,CanYouFlyBobby,ottawa shooting
"No, no- it wasn't that *at all*. We just wanted Iraq's oil or something. @joestein1960 @EF517_V2 @ggreenwald @LouiseMensch @instapundit",0,SeahawkBurrrton,ottawa shooting
@SeahawkBurrrton @EF517_V2 @ggreenwald @LouiseMensch @instapundit ..if you have the patience...try to research and see who started it all,0,joestein1960,ottawa shooting
NO WARS FOR TEH OILS! @joestein1960 @EF517_V2 @ggreenwald @LouiseMensch @instapundit,0,SeahawkBurrrton,ottawa shooting
"@UrbanAchievr @ggreenwald And yes, ""too soon""",0,MacDonaldMaggie,ottawa shooting
"@UrbanAchievr @ggreenwald I mean ""too soon"" for a Bob and Doug joke",0,MacDonaldMaggie,ottawa shooting
@Chris_Clukey @instapundit @ggreenwald magnificent,0,LouiseMensch,ottawa shooting
".@LouiseMensch Thank you, ma'am. 
.@instapundit .@ggreenwald",0,Chris_Clukey,ottawa shooting
@Chris_Clukey @iowahawkblog @LouiseMensch @instapundit  How does the subject of the article change the fact that @ggreenwald is a douche?,0,HoldFast33,ottawa shooting
.@9voltmonster @instapundit Apparently it's not enough to be a dick. One has to double-dick down next day&gt;@ggreenwald,0,davidjacksmith,ottawa shooting
"@ChampionCapua @instapundit @ggreenwald ur right. ""More rubble less trouble"" is a profoundly important opinion.",0,MonaHol,ottawa shooting
"@joestein1960 @EF517_V2 @ggreenwald ISIS practices genocide against many people, you don't care and feel action against them is an outrage",0,DSTA10000,ottawa shooting
@ArizonaLuke @instapundit @ggreenwald Global Islamic state.1991..Muslim Brotherhood. IN the US. http://t.co/KO9G2UTOIo THEY brought it here.,0,lifebythecreek,ottawa shooting
@ggreenwald @UrbanAchievr Never the ideology. Nope! #AmIRight,0,Flyingright1,ottawa shooting
@ArizonaLuke @instapundit  Nice! Egging on those who are on the brink of striking out at the military @ggreenwald. Responsible journalism?,0,Chair_for_0ne,ottawa shooting
"@Chris_Clukey @LouiseMensch @instapundit @ggreenwald I've been more convinced by drunken Japanese karaoke wails of ""I did it my way!""",0,starrfin,ottawa shooting
"@ggreenwald @UrbanAchievr 
https://t.co/z0h6JTfyLG",0,verofoss,ottawa shooting
"Prime Minister Stephen Harper is safe and has left Parliament Hill, spokesman says - @CBCAlerts https://t.co/wCqPcyqMxK",0,BreakingNews,ottawa shooting
"“@BreakingNews: Prime Minister Stephen Harper is safe and has left Parliament Hill, spokesman says - @CBCAlerts https://t.co/geOPU5WDN7”",0,evaninfo,ottawa shooting
@BreakingNews @CBCAlerts You're always the breaker of bad news...,0,Del_sys32,ottawa shooting
"@BreakingNews @MichaelJMo @CBCAlerts So, the captain never intended to go down with the ship?  Where's the leadership?  Did he know?",0,FletJan,ottawa shooting
"Ok so we were on a tour at that war monument in Ottawa a few minutes ago, a few seconds later there was a shooting..😳 http://t.co/yzCtBlGZ2v",0,kamakazi19982,ottawa shooting
@kamakazi19982 @TelegramJames So incredibly sad.,0,juphilpott,ottawa shooting
@kamakazi19982 @TelegramJames Wow I'm not sure that pic should be tweeted if the family may not have been notified yet.,0,ronniecat,ottawa shooting
.@kamakazi19982 @TelegramJames I'm guessing they are reservists since there are no highland regiments in the regular army.,0,TSRHG,ottawa shooting
"@kamakazi19982 hi Evan, I'm from CNN. Are you safe? Would you give us permission to use your photo?",0,dorrine,ottawa shooting
"@kamakazi19982 Are you OK? I'm with BBC News. If you can talk about what has happened, would you follow &amp; DM a number? Thank you",0,BBC_HaveYourSay,ottawa shooting
Photo of the two soldiers on ceremonial guard duty at the Nat'l War Memorial this morning (via @kamakazi19982) http://t.co/fhWsD51iy5,0,gngreen,ottawa shooting
@ronniecat @kamakazi19982 @TelegramJames yeah ... i'm w/ you on that. seems insensitive if the family isn't notified.,0,nellleo,ottawa shooting
@kamakazi19982 @_MarkSutcliffe Count your lucky stars. &lt;3,0,christellasays,ottawa shooting
@kamakazi19982 Hi there. Glad you're out of harm's way. I'm with Sun Media. Can we use this picture on our organization's websites?,0,moniquebeech,ottawa shooting
@kamakazi19982 can we have permission to use your photo at the memorial before the shooting?,0,QMIphoto,ottawa shooting
"@kamakazi19982 Hi, can we have permission to use this please for The Canadian Press. Please email pixdesk@thecanadianpress.com",0,GraemeGRoy,ottawa shooting
@kamakazi19982 Can you give me a call @CKNW 604.331.2766 Thanks,0,WoodfordCKNW980,ottawa shooting
@kamakazi19982 @NicoleMacIntyre stay safe!!,0,ASuburbanMom,ottawa shooting
"@kamakazi19982 Hey Evan. Can Global News make use of that photo of yours? Also, are you available for an interview?",0,timparent,ottawa shooting
"Sombre. One of these fine men is dead.
MT @kamakazi19982: toured monument today, shooting was a few seconds later.
😳 http://t.co/wKEjN2yCDc",0,murdochdavis,ottawa shooting
"@kamakazi19982 @Allie Too real, ain't it.
/*sigh*/",0,bentrem,ottawa shooting
@murdochdavis @ShreeParadkar @kamakazi19982 All current reports indicate that he is alive.,0,francois_v,ottawa shooting
@kamakazi19982 Can The Canadian Press please have permission to use your photo - 416-507-2169,0,GraemeGRoy,ottawa shooting
@kamakazi19982 @_MarkSutcliffe Did you take this pic of the soldiers at the memorial?,0,christellasays,ottawa shooting
@nellleo @ronniecat @kamakazi19982 @TelegramJames He's just a kid. Family has likely been notified by now. Soldier is safe. No harm done.,0,christellasays,ottawa shooting
"@francois_v @ShreeParadkar @kamakazi19982 Early reports, multiple confirmations of death. Now it is confused. Sorry. Still a somber photo.",0,murdochdavis,ottawa shooting
@francois_v @ShreeParadkar @kamakazi19982 Cab min speaking of one soldier dead; not sure if both in pic shot. At least one wounded at PH.,0,murdochdavis,ottawa shooting
"@francois_v @murdochdavis @kamakazi19982 You were right then, Francois. Sadly, he is now confirmed dead.",0,ShreeParadkar,ottawa shooting
@ShreeParadkar @murdochdavis @kamakazi19982 :(,0,francois_v,ottawa shooting
@murdochdavis @kamakazi19982 http://t.co/mttc3XFQ9P,0,katmarte,ottawa shooting
@TSRHG @kamakazi19982 @TelegramJames http://t.co/mttc3XFQ9P,0,katmarte,ottawa shooting
"@christellasays I am seeing multiple tweets reporting he has died, including one from Jason Kenney.",0,ronniecat,ottawa shooting
@TSRHG @kamakazi19982 @TelegramJames On loan from Hamilton?,0,xmaseveevil1,ottawa shooting
@gngreen @kamakazi19982 So why the crime scene tape? Can anyone clarify?,0,xmaseveevil1,ottawa shooting
@xmaseveevil1 @kamakazi19982 @TelegramJames I'm sure various reserve regiments and other elements of the CF take turns guarding it.,0,TSRHG,ottawa shooting
@TSRHG @kamakazi19982 @TelegramJames Yes. It must be the greatest honour. My heart aches for his family.,0,xmaseveevil1,ottawa shooting
"@xmaseveevil1 I don't think that's crime scene tape. Just ""caution"" tape due to the apparent construction/refurb @ the base of the memorial.",0,marsi_darcy,ottawa shooting
"@marsi_darcy Ah, thank you. In that case, I think photo should have been passed to a news agency who could check family had been informed.",0,xmaseveevil1,ottawa shooting
"@TSRHG @kamakazi19982 @TelegramJames They are a part of the Black Watch, a historically Scottish regiment. And yes they had only one bullet.",0,ManjyotSandhar,ottawa shooting
"@ManjyotSandhar @kamakazi19982 @TelegramJames Don't tell an Argyll they are the same as Black Watch. They'll put your lights out, ha ha.",0,TSRHG,ottawa shooting
@TSRHG @kamakazi19982 @TelegramJames i got research to do to get that joke!,0,ManjyotSandhar,ottawa shooting
@ManjyotSandhar @kamakazi19982 @TelegramJames The Argylls and Black Watch are separate regiments with their own histories.,0,TSRHG,ottawa shooting
@ManjyotSandhar @kamakazi19982 @TelegramJames Any member of either regiment would be very quick to set anyone straight about the difference.,0,TSRHG,ottawa shooting
"@TSRHG @kamakazi19982 @TelegramJames I can tell that part, I just need to learn about those histories.",0,ManjyotSandhar,ottawa shooting
"@ManjyotSandhar @kamakazi19982 @TelegramJames Both regiments are more than two centuries old, and have many battle honours and VCs.",0,TSRHG,ottawa shooting
@TSRHG @kamakazi19982 @TelegramJames I know the BW mainly from a historical doc i saw about them going up italy. Will def do research on it,0,ManjyotSandhar,ottawa shooting
"@ManjyotSandhar Black Watch is somewhat better known, but both regiments have proud histories and strong esprit de corps.",0,TSRHG,ottawa shooting
@dorrine @kamakazi19982 Rememberences being made on Facebook page http://t.co/qCGwmCjUYZ,0,TwocentsCanada,ottawa shooting
@TwocentsCanada Thanks Chris. Do you know who created the page?,0,dorrine,ottawa shooting
MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/utTbmsYFjL,0,AP,ottawa shooting
“@AP: MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/H0ZtdC0DPV”,0,LMExtra,ottawa shooting
RT @AP: MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/i3hZS9aJKB,0,BrianBroadcasts,ottawa shooting
"that's fantasic, I don't really care that PM Harper has been moved from PM Hill RT @AP",0,Mousie_Jane,ottawa shooting
Crazy stuff. “@AP: MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/EJ2dUQcAFE”,0,pdmclean,ottawa shooting
"Canada's Prime Minister Stephen Harper safe &amp; has left Parliament Hill, which is under lockdown after shooting http://t.co/rk4c3kcwUQ",0,BBCBreaking,ottawa shooting
@BBCBreaking http://t.co/xBjgHLitnc,0,fridayfilms,ottawa shooting
